,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,class,subject,trial
34,-0.102528,-0.2365519999999999,0.279939,-0.5068600000000001,0.825365,0.26305,dws,1,1
35,0.5499609999999999,-0.978518,0.114532,-0.07064,-0.034559,-0.021043,dws,1,1
36,0.544057,-0.028891,0.003247,0.185963,-0.041828,-0.0125329999999999,dws,1,1
37,0.251413,0.732255,0.122005,0.296493,-0.002269,0.073175,dws,1,1
38,0.164566,0.351492,0.31203,0.571417,0.151186,-0.229492,dws,1,1
39,0.260375,0.605503,0.376467,0.759838,0.3715989999999999,-0.109514,dws,1,1
40,0.230325,0.569375,0.379508,0.821887,0.381245,0.039904,dws,1,1
41,-0.042117,0.1224519999999999,0.492477,0.0411329999999999,-0.190848,0.11868,dws,1,1
42,-0.011653,0.289342,0.289514,-0.05856,-0.138427,-0.037807,dws,1,1
43,-0.461052,0.260764,-0.165446,-0.1001539999999999,-0.0748809999999999,-0.13245,dws,1,1
44,-0.534409,-0.178958,-0.42711,0.060853,0.031845,0.013969,dws,1,1
45,-0.697517,-0.3946139999999999,-0.434382,0.250656,-0.013393,-0.052646,dws,1,1
46,-0.725928,-0.564767,-0.2164449999999999,0.24921,-0.158709,-0.034773,dws,1,1
47,-0.525354,-0.589796,0.004023,0.23245,-0.320358,-0.188397,dws,1,1
48,-0.333441,-0.891791,-0.031637,0.204727,-0.397257,-0.443374,dws,1,1
49,-0.304708,-0.941823,-0.065555,0.126149,-0.356252,-0.323829,dws,1,1
50,-0.119064,-0.926548,-0.050391,0.040367,-0.299029,-0.045944,dws,1,1
51,-0.140231,-1.085363,-0.009743,-0.029408,-0.257832,0.071864,dws,1,1
52,-0.27648,-1.122698,0.120744,-0.072603,-0.215256,0.04322,dws,1,1
53,-0.062344,-1.807737,0.218189,-0.119017,-0.26966,-0.007145,dws,1,1
54,0.122015,-2.354657,0.4327539999999999,-0.1414359999999999,-0.268768,-0.0347769999999999,dws,1,1
55,0.491906,-3.109103,0.702292,-0.14454,-0.123404,-0.0286139999999999,dws,1,1
56,1.063068,-3.954876,0.725522,-0.106694,0.238294,-0.020652,dws,1,1
57,1.0728209999999998,-4.301614,0.581824,-0.082367,0.500948,0.21835,dws,1,1
58,0.222428,-4.153467,0.504099,-0.011563,0.497272,0.424079,dws,1,1
59,0.243079,-3.634696,0.224773,-0.073216,0.414117,0.327578,dws,1,1
60,0.5676869999999999,-2.833896,0.015574,-0.058319,0.323407,0.024468,dws,1,1
61,0.010425,-2.352914,0.096523,-0.014182,0.165994,0.438147,dws,1,1
62,-0.0792,-0.72133,0.544596,-0.050393,-0.002777,0.445637,dws,1,1
63,-0.537862,0.664309,0.480865,-0.243022,-0.0564389999999999,0.136352,dws,1,1
64,-1.191726,0.777999,0.322328,-0.365703,-0.003035,0.108896,dws,1,1
65,-1.662435,0.262846,0.087896,-0.402469,-0.1005669999999999,0.1259819999999999,dws,1,1
66,-2.154689,0.6299020000000001,-0.168113,-0.331396,-0.194187,0.004981,dws,1,1
67,-2.6587400000000003,1.446591,-0.435463,-0.251208,-0.195225,-0.1416319999999999,dws,1,1
68,-2.641357,1.79237,-0.873756,0.0522529999999999,-0.072149,-0.296084,dws,1,1
69,-2.374246,1.767496,-0.745808,0.442384,0.380701,-0.574979,dws,1,1
70,-0.7459020000000001,0.202547,0.25354,0.6205729999999999,0.429764,-0.6940149999999999,dws,1,1
71,0.633841,-1.359759,0.541849,0.469553,0.453427,-0.970602,dws,1,1
72,-0.016013,-0.919413,1.007832,0.173756,0.450756,-1.018579,dws,1,1
73,-0.150397,-0.2645949999999999,0.939824,-0.185969,-0.071787,-0.133851,dws,1,1
74,0.416105,0.185818,-0.033151,-0.100023,-0.016585,0.2299389999999999,dws,1,1
75,0.761158,0.368247,-0.66443,0.046904,0.498137,0.4502,dws,1,1
76,0.359515,0.787237,-0.13473,0.020315,0.667484,0.668475,dws,1,1
77,-0.376665,1.009725,0.8073560000000001,-0.3071239999999999,0.014053,0.885603,dws,1,1
78,-0.332541,1.653505,0.414802,-0.152173,0.045334,0.6937220000000001,dws,1,1
79,1.083259,1.985695,0.03116,0.077319,0.294573,0.677016,dws,1,1
80,1.062103,0.866275,0.535579,0.752105,0.080133,0.019582,dws,1,1
81,0.922387,-0.143354,1.65753,0.734712,0.100743,0.031528,dws,1,1
82,-1.0508620000000002,-1.099451,0.5756819999999999,0.449661,-0.397036,-0.50284,dws,1,1
83,-1.614215,-0.813613,-0.086644,0.071687,-0.091657,0.467138,dws,1,1
84,-1.587959,-0.412282,-0.305961,0.127132,0.068196,0.451642,dws,1,1
85,-1.7762950000000002,-0.5066689999999999,-0.51439,0.239037,0.24883,0.216092,dws,1,1
86,-2.092136,-0.760141,-0.5226810000000001,0.190671,0.127963,0.097894,dws,1,1
87,-2.025938,-0.721069,-0.4944949999999999,0.106769,-0.022736,0.1135819999999999,dws,1,1
88,-2.052114,-0.493589,-0.615678,-0.021568,-0.056414,0.123724,dws,1,1
89,-2.278262,-0.262646,-0.630373,-0.104526,-0.0578659999999999,0.188254,dws,1,1
90,-2.2211990000000004,0.155545,-0.56428,-0.081102,-0.068788,0.2530449999999999,dws,1,1
91,-2.008306,0.053578,-0.557321,0.023215,-0.078084,0.1135309999999999,dws,1,1
92,-1.844004,0.010568,-0.599916,0.019233,-0.147972,-0.035111,dws,1,1
93,-1.600836,0.1072619999999999,-0.4829729999999999,-0.1059359999999999,-0.18989,-0.030451,dws,1,1
94,-1.334739,-0.003503,-0.4531989999999999,-0.1416089999999999,-0.188109,0.0414519999999999,dws,1,1
95,-0.8793280000000001,-0.074183,-0.488383,-0.018252,-0.159792,0.046021,dws,1,1
96,-0.473213,-0.1151799999999999,-0.444901,0.13707,-0.1109059999999999,0.0050479999999999,dws,1,1
97,-0.372399,-0.314253,-0.280073,0.132473,-0.161108,-0.172036,dws,1,1
98,-0.308166,-0.581435,-0.120117,0.116139,-0.194268,-0.2023599999999999,dws,1,1
99,-0.178372,-0.981994,0.037264,0.134882,-0.2078559999999999,-0.10461,dws,1,1
100,0.065177,-1.467124,0.19982,0.24895,-0.171123,-0.083547,dws,1,1
101,0.691736,-1.883562,0.4343979999999999,0.312328,-0.046154,-0.0943669999999999,dws,1,1
102,1.972599,-2.365554,0.777247,0.356278,0.199857,-0.042861,dws,1,1
103,2.346852,-2.305516,0.889812,0.401895,0.3729719999999999,0.256786,dws,1,1
104,1.404458,-2.419249,0.8449190000000001,0.2342659999999999,0.384885,0.474947,dws,1,1
105,0.95319,-2.6287990000000003,0.626254,0.178699,0.371922,0.65449,dws,1,1
106,1.0484,-2.930007,0.743741,0.321441,0.294834,0.611981,dws,1,1
107,0.489993,-2.853006,1.152076,0.694746,0.1783269999999999,0.400386,dws,1,1
108,0.001743,-1.686203,1.759261,0.820175,0.047968,0.387334,dws,1,1
109,-0.226383,-1.529266,1.871699,0.394783,0.015047,0.332456,dws,1,1
110,-0.625223,-2.267977,1.80363,0.060482,0.054448,0.278997,dws,1,1
111,-1.131428,-2.904111,1.750703,-0.135517,0.1249339999999999,0.309112,dws,1,1
112,-1.702327,-3.3169720000000003,1.596625,-0.187213,0.125586,0.4323329999999999,dws,1,1
113,-1.876199,-3.279315,1.388127,-0.228746,0.046892,0.5599850000000001,dws,1,1
114,-1.962898,-3.124576,1.128814,-0.274127,-0.018927,0.5538489999999999,dws,1,1
115,-1.903198,-2.903291,0.884325,-0.283139,-0.092776,0.536257,dws,1,1
116,-1.802309,-2.535155,0.643139,-0.260146,-0.094649,0.4818979999999999,dws,1,1
117,-1.773564,-2.048636,0.430141,-0.2496739999999999,-0.070645,0.493691,dws,1,1
118,-1.807453,-1.430055,0.27956,-0.248835,-0.0264149999999999,0.500624,dws,1,1
119,-1.887557,-0.891192,0.1244859999999999,-0.222523,0.02429,0.398013,dws,1,1
120,-1.965022,-0.527904,-0.081619,-0.144541,0.0530299999999999,0.282319,dws,1,1
121,-1.923566,-0.087134,-0.320108,-0.053684,0.04538,0.2168639999999999,dws,1,1
122,-1.980115,0.189763,-0.518479,0.041045,0.0466699999999999,0.016941,dws,1,1
123,-2.038452,0.206186,-0.578728,0.219635,0.008195,-0.184967,dws,1,1
124,-1.964891,-0.222545,-0.51998,0.444745,-0.092004,-0.343007,dws,1,1
125,-1.494712,-1.047257,-0.081941,0.813823,-0.2771409999999999,-0.243223,dws,1,1
126,-0.629478,-1.822981,0.8159930000000001,0.936719,-0.341474,-0.1950329999999999,dws,1,1
127,-0.504003,-1.257104,1.7177240000000005,0.868517,-0.380161,-0.058927,dws,1,1
128,-0.673728,-0.741056,2.017116,0.270814,-0.398896,0.151861,dws,1,1
129,-0.934668,-0.615831,1.564343,0.235237,-0.154637,0.247167,dws,1,1
130,-1.495028,0.618537,-0.007166,0.492542,0.200338,0.408727,dws,1,1
131,-1.168834,0.367091,0.518863,-0.266908,0.504426,0.953478,dws,1,1
132,-0.223742,-1.15132,1.660794,-0.370112,0.349661,0.482497,dws,1,1
133,-0.595621,-1.216457,1.489501,-0.4539479999999999,0.2235599999999999,0.134023,dws,1,1
134,-1.454071,-1.3452309999999998,0.073617,-0.488208,-0.239512,0.481943,dws,1,1
135,-1.072525,0.17538,-1.170145,-0.538273,-0.2153679999999999,0.8274879999999999,dws,1,1
136,-0.8461190000000001,1.3349879999999998,-1.246962,-0.426937,-0.150855,0.951631,dws,1,1
137,-0.76494,2.259878,-0.5767369999999999,0.466485,0.242646,0.725266,dws,1,1
138,-0.836332,1.7556040000000002,-0.1493,0.6777380000000001,0.15965,0.447501,dws,1,1
139,-0.778759,-0.156966,-0.63142,0.8645870000000001,-0.1127619999999999,-0.071622,dws,1,1
140,-1.769491,-1.609156,-0.516839,0.5137609999999999,-0.154641,-0.138205,dws,1,1
141,-2.635986,-1.720789,-0.353969,0.2085699999999999,-0.18727,0.3220139999999999,dws,1,1
142,-2.429838,-1.237692,-0.398013,-0.100694,-0.083113,0.628666,dws,1,1
143,-2.176819,-1.08882,-0.2842739999999999,-0.12032,-0.036835,0.5140779999999999,dws,1,1
144,-1.893478,-0.497433,-0.303348,-0.082563,0.005302,0.3245969999999999,dws,1,1
145,-1.462121,-0.01185,-0.365051,-0.006929,-0.000523,0.096957,dws,1,1
146,-1.083584,0.063994,-0.47894,0.041606,-0.028437,0.013208,dws,1,1
147,-0.925317,-0.198186,-0.585389,0.136034,-0.108941,-0.091056,dws,1,1
148,-0.876384,-0.6141800000000001,-0.4937149999999999,0.240105,-0.298486,-0.121914,dws,1,1
149,-0.666445,-0.737028,-0.324381,0.360369,-0.4258729999999999,-0.074785,dws,1,1
150,-0.455963,-0.706609,-0.122124,0.422041,-0.447061,-0.024781,dws,1,1
151,-0.358617,-0.616421,0.149769,0.489289,-0.3720969999999999,0.061074,dws,1,1
152,-0.165697,-0.8578870000000001,0.427027,0.405519,-0.34523,-0.004188,dws,1,1
153,0.3503179999999999,-1.464445,0.616211,0.330101,-0.212418,-0.09846,dws,1,1
154,1.171072,-1.994956,0.970865,0.2780579999999999,-0.0594289999999999,0.004832,dws,1,1
155,2.395596,-2.5963540000000003,1.386113,0.2666699999999999,0.357728,0.174207,dws,1,1
156,1.762933,-4.102247,1.300302,-0.0381279999999999,0.539701,0.098059,dws,1,1
157,-0.571489,-3.783655,0.908642,-0.113882,0.383684,0.598418,dws,1,1
158,-1.401115,-3.704013,0.8920629999999999,0.040205,0.426358,0.8927860000000001,dws,1,1
159,1.471449,-2.873009,2.107471,0.70531,0.079247,0.755532,dws,1,1
160,0.787755,-2.746003,2.905782,1.302701,0.118056,-0.577591,dws,1,1
161,-1.547635,-3.719295,1.90902,0.87211,-0.013777,0.152803,dws,1,1
162,-1.175522,-3.0721130000000003,1.181195,0.110634,0.015668,0.5174979999999999,dws,1,1
163,-1.0559120000000002,-2.604847,0.909035,-0.544245,-0.1177,0.344856,dws,1,1
164,-1.185814,-1.725138,0.541668,-0.615762,-0.335811,0.371296,dws,1,1
165,-1.142715,-0.582862,0.163423,-0.656868,-0.556191,0.389608,dws,1,1
166,-1.093518,0.451007,-0.017019,-0.569291,-0.537792,0.3279809999999999,dws,1,1
167,-1.001155,0.913611,-0.16545,-0.454041,-0.5822689999999999,0.321502,dws,1,1
168,-1.024883,1.109642,-0.149843,-0.4252609999999999,-0.5852350000000001,0.333832,dws,1,1
169,-1.459751,1.74473,-0.085329,-0.409507,-0.570662,0.314403,dws,1,1
170,-1.728036,2.529818,-0.379833,-0.360254,-0.403905,0.173605,dws,1,1
171,-1.399561,2.949238,-1.121559,-0.227264,-0.264909,0.066903,dws,1,1
172,-0.8277260000000001,2.795186,-1.985831,-0.113901,-0.218227,0.046005,dws,1,1
173,-0.663554,1.264235,-1.824626,0.383456,0.263476,-0.109999,dws,1,1
174,-1.099224,-0.777836,-0.930951,0.59811,0.2456219999999999,-0.166329,dws,1,1
175,-2.053379,-1.3673959999999998,-0.255334,0.878843,-0.11279,-0.421871,dws,1,1
176,-1.579198,-0.8349280000000001,0.174584,0.564959,-0.516333,-0.248871,dws,1,1
177,-0.492399,0.310777,0.696659,0.261376,-0.367711,-0.057116,dws,1,1
178,0.117093,0.803246,0.88936,0.28171,0.044232,0.02029,dws,1,1
179,0.752386,1.349692,0.61536,0.198436,0.212117,0.389848,dws,1,1
180,0.228038,1.922507,0.347112,0.002851,0.4606229999999999,0.740967,dws,1,1
181,-0.718344,0.8091649999999999,0.666668,-0.270782,0.6743520000000001,0.811385,dws,1,1
182,0.005137,-1.3662459999999998,0.60187,0.043997,0.519209,0.292491,dws,1,1
183,1.790978,-1.278135,0.728531,0.7580819999999999,-0.011665,-0.710535,dws,1,1
184,0.7378899999999999,0.247238,0.601716,0.457215,-0.438546,-0.291232,dws,1,1
185,-0.603598,0.8537459999999999,0.341605,-0.115638,-0.4289699999999999,0.8804799999999999,dws,1,1
186,-0.479418,0.6681239999999999,0.299981,0.010515,-0.244855,0.655148,dws,1,1
187,-0.775479,0.892222,-0.073047,0.474384,-0.073676,-0.127605,dws,1,1
188,-1.069786,0.5157729999999999,-0.248741,0.4466729999999999,-0.128279,-0.251312,dws,1,1
189,-0.598271,-0.179587,-0.457132,0.531574,-0.044613,0.111696,dws,1,1
190,-0.138617,-1.607626,-0.180763,0.316928,-0.1308099999999999,-0.181843,dws,1,1
191,-0.075182,-2.127927,0.1418819999999999,0.245313,-0.203097,-0.2801599999999999,dws,1,1
192,0.509882,-1.616176,0.329047,0.075852,-0.294516,-0.024612,dws,1,1
193,1.127166,-1.255962,0.555087,-0.0817,-0.254625,-0.255209,dws,1,1
194,1.588574,-1.766172,0.407276,-0.094374,-0.201047,-0.243444,dws,1,1
195,1.535196,-2.524307,0.368351,-0.166523,-0.343812,0.2544099999999999,dws,1,1
196,1.328192,-3.315746,0.532425,-0.194623,-0.417666,0.348303,dws,1,1
197,0.8300129999999999,-3.777295,0.768818,-0.071808,-0.384447,0.332812,dws,1,1
198,0.500125,-3.808285,0.5465,0.019606,-0.237972,0.561167,dws,1,1
199,0.6576960000000001,-2.978904,0.261323,-0.020309,-0.011013,0.557686,dws,1,1
200,0.628599,-1.796807,-0.155934,0.040836,0.377082,0.264201,dws,1,1
201,-0.101883,-0.317705,-0.180023,0.143577,0.403499,0.227012,dws,1,1
202,-0.6245890000000001,0.727763,-0.1016919999999999,0.224807,0.0658,0.270223,dws,1,1
203,-1.397451,1.129731,-0.320182,0.134352,-0.1438819999999999,0.074393,dws,1,1
204,-2.326363,1.424826,-0.583422,0.006739,-0.118118,-0.196643,dws,1,1
205,-2.971305,2.3905990000000004,-0.449227,0.041915,-0.166074,-0.31437,dws,1,1
206,-3.08838,3.181378,-0.433967,-0.003518,-0.226544,-0.485946,dws,1,1
207,-2.253125,3.261021,-0.561763,0.119621,-0.377333,-0.518543,dws,1,1
208,-1.291841,2.689328,-0.4197189999999999,0.264698,-0.391578,-0.338789,dws,1,1
209,-0.130828,2.630445,-0.28762,0.410651,-0.028814,-0.041137,dws,1,1
210,0.58853,2.577482,0.0785309999999999,0.331213,0.431407,0.108625,dws,1,1
211,0.573501,0.885185,0.7834399999999999,0.134152,0.452526,0.073426,dws,1,1
212,0.2953699999999999,-0.042452,0.969625,-0.2038829999999999,-0.136795,-0.238977,dws,1,1
213,-0.439509,0.545632,0.794959,-0.281085,-0.309748,-0.235506,dws,1,1
214,-0.310861,0.4331649999999999,0.30462,-0.263311,-0.333059,0.359991,dws,1,1
215,-0.580388,-0.306969,-0.052032,-0.000683,0.210772,0.313924,dws,1,1
216,0.821103,-1.064118,-0.0006799999999999,0.864287,0.438826,0.051591,dws,1,1
217,2.158833,1.615006,1.778479,1.760975,0.014159,-0.127268,dws,1,1
218,0.271995,0.3553739999999999,0.870675,0.443395,0.011993,-0.17918,dws,1,1
219,-1.564616,0.168943,0.068669,-0.404954,-0.295163,0.524133,dws,1,1
220,-1.363518,-0.555736,-0.298602,-0.415524,-0.374557,0.278611,dws,1,1
221,-0.11734,-0.100087,-1.039305,0.4745649999999999,0.1235339999999999,-0.098723,dws,1,1
222,0.4438899999999999,-0.152595,-0.383702,0.923791,0.333681,-0.332367,dws,1,1
223,0.5489729999999999,-2.80505,1.366974,0.8556860000000001,-0.198709,-0.018749,dws,1,1
224,1.525303,-4.80935,1.7149880000000002,0.480587,-0.1751059999999999,0.2424469999999999,dws,1,1
225,1.717024,-6.689527,1.806331,-0.297409,-0.160099,0.092269,dws,1,1
226,1.019588,-4.328355999999999,1.48224,-0.627686,-0.070094,0.318247,dws,1,1
227,0.746458,-1.798446,0.68447,-0.952328,-0.136272,0.84449,dws,1,1
228,0.646762,-2.68457,-0.339516,-1.3988200000000002,-0.519083,0.035036,dws,1,1
229,0.443059,-0.198549,-1.6761970000000002,-0.811941,-0.616907,0.705248,dws,1,1
230,1.094773,2.309246,-1.742157,-0.436005,-0.305115,0.243876,dws,1,1
231,0.0889139999999999,3.966493,-1.322949,-0.268793,-0.2232199999999999,0.054626,dws,1,1
232,-1.199849,4.673278,-0.866044,-0.021406,-0.14752,0.000208,dws,1,1
233,-2.759911,4.465084,-1.261234,0.80087,0.10156,0.392246,dws,1,1
234,-1.58664,3.750082,-1.428379,1.0154729999999998,0.607408,-0.056222,dws,1,1
235,0.317195,1.8098490000000005,-0.8571190000000001,0.660323,0.678962,-0.760178,dws,1,1
236,0.5283260000000001,-0.293865,-0.559188,0.398566,0.1144319999999999,-0.856095,dws,1,1
237,-0.569369,-0.766949,-0.1154589999999999,0.264971,-0.1308,-0.565891,dws,1,1
238,-1.062596,0.310957,0.083745,0.365354,-0.08461,0.041249,dws,1,1
239,0.343865,1.645845,0.171975,0.546764,0.265471,0.449185,dws,1,1
240,0.448471,1.098267,0.08795,0.126209,0.516664,0.643291,dws,1,1
241,-0.7458140000000001,0.156373,0.903345,-0.498841,0.162491,0.482443,dws,1,1
242,-0.935453,-0.386698,1.012743,-0.2611699999999999,-0.2342929999999999,0.169213,dws,1,1
243,-0.2641219999999999,0.328955,0.484541,-0.046499,-0.523423,-0.4907289999999999,dws,1,1
244,1.288264,1.395751,0.3572849999999999,0.362752,-0.341934,-0.267858,dws,1,1
245,0.917671,1.783636,0.114918,0.4278109999999999,0.104361,0.336752,dws,1,1
246,0.23358,1.6044969999999998,0.218259,0.703943,0.3149079999999999,0.41316,dws,1,1
247,0.411488,-0.791963,0.493901,0.5639460000000001,-0.219013,0.0359779999999999,dws,1,1
248,0.264706,-1.778302,0.594553,0.3270619999999999,-0.475247,-0.246527,dws,1,1
249,0.282084,-1.003882,0.588341,0.013123,-0.4394,-0.108848,dws,1,1
250,0.338127,-0.147887,0.129368,0.00431,-0.2081219999999999,0.197014,dws,1,1
251,0.465826,0.182083,-0.181015,0.224903,-0.0338199999999999,0.192379,dws,1,1
252,0.4931029999999999,0.076645,0.055388,0.325845,-0.1040609999999999,0.155607,dws,1,1
253,0.816064,-0.766641,0.471058,0.424554,-0.255163,-0.2140989999999999,dws,1,1
254,0.802977,-1.867625,0.6208600000000001,0.226571,-0.139752,-0.264911,dws,1,1
255,1.038326,-2.769295,0.5285880000000001,0.039587,-0.030358,0.0757019999999999,dws,1,1
256,1.460956,-2.757903,0.510161,-0.1458809999999999,-0.0170759999999999,0.301584,dws,1,1
257,1.610003,-3.205277,0.37077,-0.082816,0.087251,0.305327,dws,1,1
258,1.6919099999999998,-3.560045,0.307703,0.046023,0.188319,0.272791,dws,1,1
259,0.674195,-3.588254,0.252561,0.3310659999999999,0.2072409999999999,0.161957,dws,1,1
260,-0.6411979999999999,-3.3854269999999995,-0.0453089999999999,0.279303,0.023903,0.639049,dws,1,1
261,-0.462885,-2.434634,-0.075192,0.148165,-0.155139,0.666365,dws,1,1
262,-0.449219,-1.117638,0.100503,-0.135592,-0.1448539999999999,0.457399,dws,1,1
263,-0.863734,0.646877,0.088937,-0.227632,0.092326,0.148858,dws,1,1
264,-1.973054,1.379312,-0.428224,-0.264627,0.180556,-0.083575,dws,1,1
265,-2.50687,2.029733,-0.648567,-0.046125,-0.2144449999999999,-0.054598,dws,1,1
266,-2.197838,2.974422,-0.331425,-0.146592,-0.370252,-0.103957,dws,1,1
267,-1.599916,3.760867,-0.1188849999999999,-0.150833,-0.386402,-0.131144,dws,1,1
268,-1.241588,4.287545,-0.270881,-0.139312,-0.373922,-0.180882,dws,1,1
269,-1.326026,4.170882,-0.592856,0.2267809999999999,0.055133,-0.2934469999999999,dws,1,1
270,-1.228166,2.802022,-0.948273,0.35413,0.192416,-0.315998,dws,1,1
271,-0.5352779999999999,0.5616800000000001,-0.201353,0.3991889999999999,0.281002,-0.419477,dws,1,1
272,0.198187,0.7275560000000001,0.570542,0.231225,-0.421838,-0.0115319999999999,dws,1,1
273,0.562231,1.543256,0.8625950000000001,0.023005,-0.410942,0.098974,dws,1,1
274,0.40835,1.958937,0.142075,-0.130427,-0.323386,0.1619809999999999,dws,1,1
275,0.209301,0.747638,-0.463445,-0.242275,0.6492439999999999,0.336047,dws,1,1
276,-0.0485569999999999,-0.061126,0.080583,-0.243019,0.67184,0.289466,dws,1,1
277,0.278423,-0.529379,0.2127219999999999,-0.060135,0.49341,0.2902969999999999,dws,1,1
278,0.094819,0.516992,0.5700890000000001,0.690372,-0.169462,0.137021,dws,1,1
279,0.517968,1.100725,1.011336,0.75739,-0.246781,-0.189739,dws,1,1
280,0.698682,0.7016359999999999,0.7578050000000001,0.245759,-0.165415,0.082889,dws,1,1
281,0.074311,0.773288,0.164762,-0.169604,-0.007143,0.488697,dws,1,1
282,-0.2421559999999999,0.343023,-0.119976,0.000376,0.036511,0.1204099999999999,dws,1,1
283,-0.08888,-0.262489,-0.409754,0.429859,-0.011705,-0.220627,dws,1,1
284,-0.2321619999999999,0.01549,-0.537162,0.527733,-0.041255,0.118566,dws,1,1
285,-0.40184,-0.2352,-0.303017,0.451849,-0.104574,0.21478,dws,1,1
286,-0.148111,-0.583932,0.106195,0.31955,-0.374034,-0.022729,dws,1,1
287,0.203448,-0.755263,0.2894,0.2379869999999999,-0.2097929999999999,-0.301952,dws,1,1
288,0.581067,-0.629417,0.1925319999999999,0.202268,-0.126289,-0.263208,dws,1,1
289,0.99588,-0.606638,0.263766,0.080956,-0.2221429999999999,0.079414,dws,1,1
290,1.423726,-0.956737,0.8632709999999999,-0.036362,-0.358379,0.059238,dws,1,1
291,1.282747,-2.534173,1.4582389999999998,-0.11497,-0.343715,-0.129245,dws,1,1
292,1.020835,-4.18506,1.346362,0.120157,-0.210846,-0.207244,dws,1,1
293,1.377706,-4.078992,0.6201909999999999,-0.066978,-0.24638,0.483152,dws,1,1
294,0.592596,-4.675625,-0.010506,-0.305097,-0.2189849999999999,0.680836,dws,1,1
295,0.645007,-3.607802,-0.159991,-0.2245849999999999,-0.1508,0.5784159999999999,dws,1,1
296,0.596766,-1.374457,-0.249716,-0.16118,-0.010286,0.572674,dws,1,1
297,0.220737,0.1375839999999999,-0.293804,-0.215518,0.04798,0.4909449999999999,dws,1,1
298,-0.518626,0.966339,-0.178254,-0.1870079999999999,0.0447,0.34501,dws,1,1
299,-1.528952,0.992035,-0.4000559999999999,-0.124468,-0.010375,0.129649,dws,1,1
300,-1.813749,1.215781,-0.429038,0.050002,-0.105922,0.098702,dws,1,1
301,-1.721799,2.295305,-0.342185,0.279396,-0.13881,0.010191,dws,1,1
302,-2.100767,3.556022,-0.936106,0.397511,0.302666,-0.039532,dws,1,1
303,-1.885921,4.789145,-0.739632,0.4897689999999999,0.52132,-0.314285,dws,1,1
